perception_entropy,transcription_correct,reasoning_entropy,grading_correct,temp0_entropy_transcription,temp0_entropy_grading,n_transcription_parse_failures,n_grading_parse_failures
1.3321790402101223,False,0.5004024235381879,True,0.0,0.0,0,0
1.6094379124341005,False,0.6730116670092565,False,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,False,0.0,0.0,0,0
0.9502705392332347,False,0.6730116670092565,False,0.0,0.0,3,0
1.6094379124341005,False,0.6730116670092565,True,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,0
1.6094379124341005,False,0.6730116670092565,True,0.0,0.0,0,0
1.6094379124341005,False,0.0,True,0.0,0.0,1,0
1.6094379124341005,False,0.6730116670092565,True,0.0,0.0,0,0
0.9502705392332347,False,0.6730116670092565,True,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,0
1.6094379124341005,False,0.0,False,0.0,0.0,0,0
1.3321790402101223,False,0.6730116670092565,False,0.0,0.0,0,0
1.6094379124341005,False,0.6730116670092565,True,0.0,0.0,0,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.3321790402101223,False,0.5004024235381879,True,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,0
0.9502705392332347,False,0.5004024235381879,True,0.0,0.0,3,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,False,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,0
1.6094379124341005,False,0.6730116670092565,True,0.0,0.0,0,0
1.6094379124341005,False,1.0549201679861442,True,0.0,0.0,0,1
1.6094379124341005,False,0.6730116670092565,False,0.0,0.0,0,0
1.3321790402101223,False,0.6730116670092565,True,0.0,0.0,0,0
1.6094379124341005,False,0.0,False,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,1,0
1.6094379124341005,False,0.0,True,0.0,0.0,1,0
1.6094379124341005,False,0.0,False,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.3321790402101223,False,0.0,True,0.0,0.0,2,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.3321790402101223,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.6730116670092565,False,0.0,0.0,0,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,1.0549201679861442,True,0.0,0.0,1,1
1.3321790402101223,False,0.6730116670092565,False,0.0,0.0,0,0
1.6094379124341005,False,0.6730116670092565,False,0.0,0.0,1,0
1.3321790402101223,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,0
1.3321790402101223,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.6730116670092565,False,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,1,0
1.6094379124341005,False,0.0,False,0.0,0.0,0,0
1.6094379124341005,False,0.0,False,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.6730116670092565,True,0.0,0.0,1,0
1.6094379124341005,False,0.6730116670092565,False,0.0,0.0,1,0
1.6094379124341005,False,0.5004024235381879,False,0.0,0.0,0,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,0
0.9502705392332347,False,0.6730116670092565,True,0.0,0.0,1,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.6730116670092565,False,0.0,0.0,1,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,1,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.6730116670092565,True,0.0,0.0,0,0
1.3321790402101223,False,0.6730116670092565,True,0.0,0.0,0,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,1
1.6094379124341005,False,0.5004024235381879,False,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,0
1.3321790402101223,False,0.5004024235381879,True,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,False,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,0
0.9502705392332347,True,0.0,False,0.0,0.0,0,0
1.6094379124341005,False,0.9502705392332348,True,0.0,0.0,0,1
1.6094379124341005,False,0.6730116670092565,True,0.0,0.0,0,0
1.6094379124341005,False,0.9502705392332348,False,0.0,0.0,0,1
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,True,0.0,0.0,0,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
0.5004024235381879,True,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.0,True,0.0,0.0,0,0
1.6094379124341005,False,0.5004024235381879,False,0.0,0.0,0,0
1.6094379124341005,False,0.0,True,0.0,0.0,1,0
1.6094379124341005,False,0.5004024235381879,False,0.0,0.0,0,0
1.6094379124341005,False,0.0,False,0.0,0.0,0,0
