canon_entropy,nli_entropy,emb_entropy
1.3321790402101223,0.0,0.6730116670092565
1.6094379124341005,0.6730116670092565,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
0.9502705392332347,0.9502705392332347,0.9502705392332347
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.9502705392332347
1.6094379124341005,0.0,0.0
1.6094379124341005,0.5004024235381879,0.5004024235381879
1.6094379124341005,0.0,0.0
0.9502705392332347,0.0,0.0
1.6094379124341005,0.0,0.5004024235381879
1.6094379124341005,0.0,0.0
1.3321790402101223,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.3321790402101223,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
0.9502705392332347,0.6730116670092565,0.6730116670092565
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.5004024235381879
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.3321790402101223,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.5004024235381879,0.5004024235381879
1.6094379124341005,0.5004024235381879,0.5004024235381879
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.3321790402101223,1.0549201679861442,1.0549201679861442
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.3321790402101223,0.0,0.0
1.6094379124341005,0.0,0.6730116670092565
1.6094379124341005,0.0,0.0
1.6094379124341005,0.5004024235381879,0.5004024235381879
1.3321790402101223,0.6730116670092565,0.0
1.6094379124341005,0.5004024235381879,0.5004024235381879
1.3321790402101223,0.0,0.0
1.6094379124341005,0.0,0.0
1.3321790402101223,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.5004024235381879,1.3321790402101223
1.6094379124341005,0.0,0.0
1.6094379124341005,0.5004024235381879,0.5004024235381879
1.6094379124341005,0.5004024235381879,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.5004024235381879,0.5004024235381879
1.6094379124341005,0.5004024235381879,0.5004024235381879
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.5004024235381879
1.6094379124341005,0.0,0.5004024235381879
0.9502705392332347,0.5004024235381879,0.5004024235381879
1.6094379124341005,0.0,0.0
1.6094379124341005,0.5004024235381879,0.5004024235381879
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.5004024235381879,0.5004024235381879
1.6094379124341005,0.0,0.0
1.6094379124341005,0.5004024235381879,0.5004024235381879
1.3321790402101223,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.9502705392332347
1.6094379124341005,0.0,0.0
1.3321790402101223,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.5004024235381879,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
0.9502705392332347,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.6730116670092565,0.0
1.6094379124341005,0.0,0.5004024235381879
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,1.0549201679861442
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
0.5004024235381879,0.5004024235381879,0.5004024235381879
1.6094379124341005,0.0,0.0
1.6094379124341005,0.0,0.0
1.6094379124341005,0.5004024235381879,0.5004024235381879
1.6094379124341005,0.5004024235381879,0.0
1.6094379124341005,0.0,0.6730116670092565
