perception_entropy,transcription_correct
1.3321790402101223,False
1.3321790402101223,False
0.9502705392332347,False
0.5004024235381879,True
0.9502705392332347,False
1.0549201679861442,True
0.0,True
0.9502705392332347,True
0.5004024235381879,True
0.9502705392332347,False
0.6730116670092565,True
0.5004024235381879,True
0.5004024235381879,True
0.0,False
1.3321790402101223,False
1.0549201679861442,False
0.5004024235381879,True
1.3321790402101223,False
0.5004024235381879,True
0.0,False
1.3321790402101223,False
0.6730116670092565,True
0.5004024235381879,True
1.3321790402101223,True
1.3321790402101223,False
0.6730116670092565,False
0.5004024235381879,False
0.0,True
0.9502705392332347,True
1.3321790402101223,True
0.0,True
0.0,True
1.6094379124341005,False
1.0549201679861442,True
1.3321790402101223,False
1.3321790402101223,False
1.6094379124341005,False
0.5004024235381879,True
0.9502705392332347,False
1.6094379124341005,False
1.3321790402101223,False
1.3321790402101223,False
0.0,False
1.6094379124341005,False
1.0549201679861442,False
0.5004024235381879,False
0.9502705392332347,False
0.9502705392332347,False
1.3321790402101223,False
1.3321790402101223,True
0.9502705392332347,True
1.6094379124341005,False
1.6094379124341005,False
0.6730116670092565,False
0.0,True
1.6094379124341005,False
0.0,True
1.0549201679861442,True
1.3321790402101223,True
1.6094379124341005,False
1.6094379124341005,False
0.5004024235381879,True
0.5004024235381879,False
0.5004024235381879,True
1.6094379124341005,False
0.5004024235381879,False
1.3321790402101223,False
1.3321790402101223,False
1.0549201679861442,True
0.9502705392332347,False
0.5004024235381879,True
1.3321790402101223,False
1.3321790402101223,False
0.5004024235381879,True
0.9502705392332347,False
1.6094379124341005,False
1.3321790402101223,False
0.0,True
1.3321790402101223,False
0.5004024235381879,False
0.6730116670092565,False
1.6094379124341005,False
0.6730116670092565,False
0.5004024235381879,True
0.0,True
0.5004024235381879,False
0.9502705392332347,False
0.9502705392332347,True
0.5004024235381879,True
0.6730116670092565,False
1.6094379124341005,False
0.0,True
0.5004024235381879,True
1.3321790402101223,True
0.5004024235381879,False
1.0549201679861442,False
0.0,True
0.9502705392332347,True
0.0,True
1.6094379124341005,False
